IP,isBad
199.201.117.188,True
199.201.117.190,True
199.201.117.195,True
199.201.117.2,True
199.201.117.20,True
199.201.117.201,True
199.201.117.21,True
199.201.117.22,True
199.201.117.225,True
199.201.117.227,True
199.201.117.23,True
199.201.117.28,True
199.201.117.29,True
199.201.117.3,True
199.201.117.30,True
199.201.117.31,True
199.201.117.32,True
199.201.117.33,True
199.201.117.34,True
199.201.117.35,True
199.201.117.40,True
199.201.117.41,True
199.201.117.42,True
199.201.117.43,True
199.201.117.52,True
199.201.117.54,True
199.201.117.55,True
199.201.117.60,True
199.201.117.61,True
199.201.117.62,True
199.201.117.64,True
199.201.117.66,True
199.201.117.67,True
199.201.117.69,True
199.201.117.71,True
199.201.117.8,True
199.201.117.9,True
199.201.117.96,True
199.201.117.99,True
204.188.203.154,True
209.141.38.71,True
217.163.7.139,True
217.163.7.201
